account_id,account_creation_date,account_frequency,loan_amount,loan_duration,loan_status,client_id,client_birth_year,client_gender,client_region,urban_inhabitants,average_salary,unemployment_rate_1995,unemployment_rate_1996,transaction_total,transaction_type,credit_card_type,order_total_amount
701,4447-11-30,"POPLATEK MESICNE",0,0,"No Loan",841,1981-02-10,Male,"north Moravia",48,8173,0,7,0,"No Transactions","No Card",0
702,4447-12-15,"POPLATEK MESICNE",0,0,"No Loan",842,1933-07-03,Female,"central Bohemia",58,8754,4,4,0,"No Transactions","No Card",2813
704,4446-07-11,"POPLATEK MESICNE",0,0,"No Loan",844,1945-01-14,Male,"west Bohemia",52,8620,1,1,130740,Debit,"No Card",26704
704,4446-07-11,"POPLATEK MESICNE",0,0,"No Loan",845,1953-01-30,Female,"west Bohemia",52,8620,1,1,130740,Debit,"No Card",26704
717,4447-05-30,"POPLATEK MESICNE",0,0,"No Loan",859,1968-07-29,Female,Prague,100,12541,0,0,0,"No Transactions",classic,6561
717,4447-05-30,"POPLATEK MESICNE",0,0,"No Loan",860,1967-12-08,Male,Prague,100,12541,0,0,0,"No Transactions","No Card",6561
721,4448-07-08,"POPLATEK MESICNE",0,0,"No Loan",864,1953-03-27,Male,"central Bohemia",37,9622,0,1,0,"No Transactions","No Card",2194
721,4448-07-08,"POPLATEK MESICNE",0,0,"No Loan",865,1946-11-03,Female,"central Bohemia",37,9622,0,1,0,"No Transactions","No Card",2194
730,4448-07-07,"POPLATEK MESICNE",0,0,"No Loan",876,1960-11-25,Male,Prague,100,12541,0,0,0,"No Transactions",classic,0
738,4447-12-13,"POPLATEK MESICNE",0,0,"No Loan",886,1948-02-02,Male,"north Bohemia",88,9675,6,8,0,"No Transactions",gold,4723
743,4449-04-10,"POPLATEK MESICNE",0,0,"No Loan",891,1931-01-31,Male,"north Bohemia",85,8705,6,8,0,"No Transactions","No Card",2691
744,4447-02-01,"POPLATEK MESICNE",0,0,"No Loan",892,1922-05-24,Female,"east Bohemia",59,8388,2,3,6140,Credit,"No Card",4330
747,4448-06-18,"POPLATEK MESICNE",0,0,"No Loan",895,1970-07-03,Male,"north Bohemia",90,10446,7,9,0,"No Transactions","No Card",2672
748,4447-05-14,"POPLATEK MESICNE",0,0,"No Loan",896,1973-04-24,Female,"north Bohemia",85,9198,3,4,0,"No Transactions","No Card",6492
748,4447-05-14,"POPLATEK MESICNE",0,0,"No Loan",897,1981-03-25,Male,"north Bohemia",85,9198,3,4,0,"No Transactions","No Card",6492
750,4448-09-29,"POPLATEK MESICNE",0,0,"No Loan",900,1977-04-10,Male,"north Moravia",56,8746,3,4,0,"No Transactions",junior,6615
751,4447-08-26,"POPLATEK MESICNE",0,0,"No Loan",901,1919-12-21,Male,"north Bohemia",90,10446,7,9,0,"No Transactions","No Card",2363
757,4448-03-20,"POPLATEK MESICNE",0,0,"No Loan",907,1948-03-11,Male,"east Bohemia",71,8541,3,3,0,"No Transactions",classic,0
759,4448-06-10,"POPLATEK MESICNE",0,0,"No Loan",909,1975-09-07,Male,"west Bohemia",86,8624,2,3,0,"No Transactions","No Card",0
764,4446-07-18,"POPLATEK MESICNE",0,0,"No Loan",914,1921-01-19,Female,Prague,100,12541,0,0,13576,Credit,"No Card",0
772,4446-07-31,"POPLATEK MESICNE",0,0,"No Loan",924,1953-07-12,Male,Prague,100,12541,0,0,61750,Debit,"No Card",0
773,4447-12-11,"POPLATEK MESICNE",0,0,"No Loan",925,1959-08-13,Male,"south Moravia",100,9897,2,2,0,"No Transactions","No Card",0
774,4447-11-30,"POPLATEK MESICNE",0,0,"No Loan",926,1981-01-22,Male,Prague,100,12541,0,0,0,"No Transactions","No Card",0
787,4449-04-19,"POPLATEK MESICNE",0,0,"No Loan",941,1935-10-05,Male,"central Bohemia",47,10124,1,1,0,"No Transactions","No Card",0
790,4447-08-25,"POPLATEK MESICNE",208128,48,"Loan not paid",946,1951-08-06,Male,"south Moravia",100,9897,2,2,0,"No Transactions",classic,0
793,4446-07-13,"POPLATEK MESICNE",0,0,"No Loan",950,1965-04-12,Female,"north Moravia",51,8369,5,6,11036,Credit,"No Card",0
793,4446-07-13,"POPLATEK MESICNE",0,0,"No Loan",951,1960-09-17,Male,"north Moravia",51,8369,5,6,11036,Credit,"No Card",0
799,4449-01-05,"POPLATEK MESICNE",0,0,"No Loan",957,1941-12-23,Female,"south Moravia",46,8772,5,5,0,"No Transactions","No Card",0
799,4449-01-05,"POPLATEK MESICNE",0,0,"No Loan",958,1942-05-04,Male,"south Moravia",46,8772,5,5,0,"No Transactions","No Card",0
813,4446-10-28,"POPLATEK MESICNE",24312,12,"No problems",976,1955-11-19,Female,"south Bohemia",57,8427,1,2,26144,Credit,"No Card",0
815,4448-07-04,"POPLATEK MESICNE",0,0,"No Loan",978,1968-06-09,Female,"south Moravia",46,8772,5,5,0,"No Transactions","No Card",0
815,4448-07-04,"POPLATEK MESICNE",0,0,"No Loan",979,1966-11-18,Male,"south Moravia",46,8772,5,5,0,"No Transactions","No Card",0
816,4448-06-14,"POPLATEK MESICNE",48624,24,"No problems",980,1961-09-30,Male,"north Bohemia",85,9317,6,7,0,"No Transactions","No Card",0
830,4446-10-26,"POPLATEK MESICNE",0,0,"No Loan",999,1966-09-01,Female,"north Moravia",100,10673,5,5,18923,Credit,classic,0
830,4446-10-26,"POPLATEK MESICNE",0,0,"No Loan",1000,1961-10-27,Male,"north Moravia",100,10673,5,5,18923,Credit,"No Card",0
837,4448-10-05,"POPLATEK MESICNE",0,0,"No Loan",1008,1956-07-06,Male,"central Bohemia",52,8546,3,4,0,"No Transactions","No Card",0
838,4449-01-18,"POPLATEK MESICNE",0,0,"No Loan",1009,1962-04-27,Female,"north Bohemia",85,8705,6,8,0,"No Transactions","No Card",0
838,4449-01-18,"POPLATEK MESICNE",0,0,"No Loan",1010,1955-08-16,Male,"north Bohemia",85,8705,6,8,0,"No Transactions","No Card",0
841,4449-04-09,"POPLATEK MESICNE",0,0,"No Loan",1014,1931-02-08,Male,Prague,100,12541,0,0,0,"No Transactions","No Card",0
854,4448-10-08,"POPLATEK MESICNE",87216,48,"Running, OK",1029,1954-03-16,Female,Prague,100,12541,0,0,0,"No Transactions","No Card",0
857,4448-10-03,"POPLATEK MESICNE",0,0,"No Loan",1032,1938-10-30,Female,Prague,100,12541,0,0,0,"No Transactions","No Card",0
857,4448-10-03,"POPLATEK MESICNE",0,0,"No Loan",1033,1937-10-14,Male,Prague,100,12541,0,0,0,"No Transactions","No Card",0
860,4447-02-14,"POPLATEK MESICNE",0,0,"No Loan",1037,1965-11-01,Female,Prague,100,12541,0,0,600,Credit,"No Card",0
861,4448-09-30,"POPLATEK MESICNE",0,0,"No Loan",1038,1961-09-23,Female,"north Moravia",48,8173,0,7,0,"No Transactions","No Card",0
862,4446-10-20,"POPLATEK TYDNE",0,0,"No Loan",1039,1980-10-11,Female,"north Moravia",90,10177,7,8,99705,Debit,junior,0
863,4447-08-30,"POPLATEK MESICNE",0,0,"No Loan",1040,1960-06-17,Male,Prague,100,12541,0,0,0,"No Transactions",classic,0
866,4446-07-20,"POPLATEK MESICNE",0,0,"No Loan",1044,1971-09-13,Female,"central Bohemia",55,8899,3,4,52372,Debit,"No Card",0
882,4447-02-01,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,11887,Credit,"No Card",0
885,4447-12-17,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
886,4447-12-15,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
887,4447-08-19,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
890,4446-10-23,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,25505,Credit,"No Card",0
892,4447-02-15,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,900,Credit,"No Card",0
897,4447-06-01,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
899,4447-12-13,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
902,4447-12-21,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
907,4448-03-10,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
914,4449-04-19,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
925,4446-11-10,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,23200,Credit,"No Card",0
928,4447-06-01,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
929,4448-03-04,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
930,4448-06-12,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
931,4449-01-10,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
942,4448-06-25,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
943,4446-10-21,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,7248,Credit,"No Card",0
944,4447-02-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,17427,Credit,"No Card",0
947,4447-08-31,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
950,4448-07-05,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
965,4448-07-04,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
977,4447-06-01,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
978,4448-06-27,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
979,4446-11-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,20114,Credit,"No Card",0
982,4446-10-23,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,18219,Credit,"No Card",0
991,4447-09-01,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
998,4449-04-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1000,4446-08-04,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,64418,Debit,"No Card",0
1005,4446-11-10,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,40183,Debit,"No Card",0
1006,4446-10-26,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,16037,Credit,"No Card",0
1016,4448-10-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1018,4447-11-25,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1019,4446-07-31,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,54325,Debit,"No Card",0
1023,4448-06-22,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1032,4447-06-01,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1039,4447-08-24,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1048,4447-08-19,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1050,4446-11-11,"POPLATEK PO OBRATU",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,27117,Debit,"No Card",0
1051,4449-01-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1052,4448-10-14,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1054,4446-11-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,17250,Credit,"No Card",0
1057,4448-07-02,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1062,4448-03-12,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1065,4447-02-22,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1069,4448-03-25,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1071,4447-08-24,"POPLATEK TYDNE",253200,60,"Running, OK",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1077,4447-01-29,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,2500,Credit,"No Card",0
1079,4448-10-01,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1091,4448-09-26,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1106,4448-07-08,"POPLATEK TYDNE",192552,24,"Loan not paid",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1107,4448-09-25,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1114,4449-04-18,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1115,4447-02-22,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1116,4448-03-21,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1118,4448-03-05,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1120,4448-12-31,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1123,4449-04-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1126,4447-02-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,1100,Credit,"No Card",0
1127,4446-08-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,49072,Credit,"No Card",0
1132,4446-10-21,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,109142,Debit,"No Card",0
1133,4449-04-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1134,4446-10-27,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,20570,Credit,"No Card",0
1136,4448-06-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1144,4446-08-07,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,6950,Credit,"No Card",0
1145,4448-03-04,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1146,4448-09-29,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1147,4447-05-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1152,4447-05-21,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1157,4447-02-22,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1161,4447-08-22,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1166,4447-05-27,"POPLATEK MESICNE",149040,48,"No problems",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1179,4446-08-02,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,9124,Credit,"No Card",0
1180,4447-09-02,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1189,4447-02-14,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,600,Credit,"No Card",0
1197,4448-09-24,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1200,4447-08-21,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1201,4448-03-24,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1207,4447-11-30,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1217,4449-01-20,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1222,4446-07-30,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,13320,Credit,"No Card",0
1234,4448-09-30,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1236,4447-08-19,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1239,4447-05-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1247,4447-11-30,"POPLATEK MESICNE",99696,48,"Client in debt",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1268,4448-03-26,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1272,4447-09-08,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1276,4446-07-17,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,33629,Debit,"No Card",0
1277,4447-12-12,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1285,4447-11-26,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1297,4448-03-28,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1299,4447-12-13,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1305,4448-07-04,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1322,4448-03-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1332,4447-02-20,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,300,Credit,"No Card",0
1334,4447-08-28,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1337,4448-09-18,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1338,4446-07-21,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,46176,Debit,"No Card",0
1345,4449-01-14,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1366,4446-11-11,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,8526,Credit,"No Card",0
1372,4447-02-11,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,300,Credit,"No Card",0
1373,4447-12-04,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1378,4447-01-30,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,25519,Credit,"No Card",0
1381,4449-04-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1382,4448-06-12,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1392,4447-06-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1397,4447-02-17,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,700,Credit,"No Card",0
1401,4448-06-21,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1402,4447-02-21,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1404,4448-10-09,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1410,4448-09-28,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1411,4448-03-10,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1412,4447-09-01,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1416,4448-03-13,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1422,4447-05-15,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1425,4448-03-07,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1429,4448-03-31,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1440,4448-10-09,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1442,4447-09-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1449,4448-07-05,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1451,4447-12-16,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1453,4448-10-12,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1468,4449-01-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1475,4447-12-06,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1476,4447-06-01,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1477,4446-10-26,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,7012,Credit,"No Card",0
1481,4446-07-27,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,7196,Credit,"No Card",0
1485,4448-12-29,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1487,4448-09-27,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1493,4446-07-19,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,15262,Credit,"No Card",0
1495,4449-04-06,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1497,4448-03-17,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1505,4447-05-29,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1507,4448-06-12,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1513,4448-07-02,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1515,4447-12-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1516,4449-01-03,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1518,4447-05-27,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1534,4447-09-07,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,0,"No Transactions","No Card",0
1535,4447-02-15,"POPLATEK MESICNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,200,Credit,"No Card",0
1536,4446-08-01,"POPLATEK TYDNE",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,63549,Debit,"No Card",0
1539,4446-07-13,"POPLATEK PO OBRATU",0,0,"No Loan",NULL,NULL,NULL,Unknown,0,0,0,0,69788,Debit,"No Card",0
